"numero";"ano";"id_unidade_requisitante";"nome_unidade_requisitante";"id_unidade_custo";"nome_unidade_custo";"data_envio";"descricao";"local";"observacoes";"status";"processo"
"4043";"2018";"135";"DIREÇÃO DO CCHLA";"2954";"GASTOS COMUNS - CCHLA";"04/06/2018";"SOLICITO ADEQUAÇÃO DAS SALA DO BLOCO C DO SETOR II, DENTRO DAS NORMAS DE ACESSIBILIDADE. TODAS AS SALAS DO BLOCO TEM DEGRAUS, E PORTAS MUITO ESTREITAS, DIFICULTANDO DEMAIS O ACESSO. É NESTE BLOCO QUE FUNCIONAM ALGUNS AUDITÓRIOS, A SUPERVISÃO ACADÊMICA E A XEROX. TEMOS USUÁRIOS QUE TEM NECESSIDADES DIFERENCIADAS E NÃO CONSEGUEM TER ACESSO A ESTAS SALAS. 
O ACOMPANHAMENTO DEVE SER FEITO PELA ASSESSORIA ADMINISTRATIVA E DIREÇÃO DE CENTRO.";"BLOCO C DO SETOR II";"";"ATENDIDA";"23077.35981/2018-55"
"3918";"2018";"2570";"CCSA - DIREÇÃO/SUPERVISÃO SETOR I";"156";"DIREÇÃO DO CCSA";;"SOLICITAMOS A VOSSA SENHORIA A CONSTRUÇÃO DE RAMPAS PARA ACESSO AOS BLOCOS DE AULAS DO SETOR DE AULAS I. ESSAS RAMPAS DEVERÃO FICAR IGUAL A QUE EXISTE NO BLOCO C DO MESMO SETOR.";"CCSA";"JÁ EXISTEM RAMPAS EM TODOS OS BLOCOS, MAS NÃO ATENDEM AOS CADEIRANTES QUE ESTUDAM NO SETOR I, DEVIDO A INCLINAÇÃO DAS RAMPAS.";"PENDENTE AUTORIZAÇÃO CHEFE UNIDADE";
"3782";"2018";"10130";"COMPLEXO DE ESPORTES E EVENTOS";"10130";"COMPLEXO DE ESPORTES E EVENTOS";"15/05/2018";"SOLICITAMOS A TRANSFORMAÇÃO/READEQUAÇÃO DE UM BANHEIRO, SEM USO, EM UMA COPA, NO GINÁSIO I. RESSALTAMOS QUE O COESPE É UMA UNIDADE AUTÔNOMA, COM DOTAÇÃO ORÇAMENTÁRIA PRÓPRIA, LIGADO DIRETAMENTE À REITORIA. O RESPONSÁVEL, QUE ORA AUTORIZOU ESTA REQUISIÇÃO, É O ATUAL DIRETOR DO COESPE - COMPLEXO DE ESPORTES E EVENTOS. OBRIGADO. ";"COESPE - GINÁSIO I - PISO INTERMEDIÁRIO";"";"CADASTRADA";
"3574";"2018";"1431";"DIRETORIA DE OBRAS";"1431";"DIRETORIA DE OBRAS";"08/05/2018";"Requisição cadastra apenas para fins de liberação do cadastro de cronograma físico no RDC 19/2017-FUNPEC - Objeto igual ao da Requisição nº 5533/2017 - COMPLEMENTAÇÃO DA CONSTRUÇÃO DA UNIDADE DE TRATAMENTO DE RESÍDUOS QUÍMICOS E CENTRAL DE REAGENTES NO CAMPUS CENTRAL DA UFRN - (a qual foi cadastrada para os RDC 19/2017-UFRN e RDC 19/2017-FUNPEC)";" UNIDADE DE TRATAMENTO DE RESÍDUOS QUÍMICOS E CENTRAL DE REAGENTES NO CAMPUS CENTRAL DA UFRN";"";"AUTORIZADA PARA INFRA";
"3258";"2018";"11104";"ASSESSORIA DE INFRAESTRUTURA - CT";"99";"COORDENAÇÃO DO CURSO ENGENHARIA TÊXTIL";"16/08/2018";"SOLICITO AVALIAÇÃO PARA FINS DE VIABILIDADE DE AMPLIAÇÃO DO LABORATÓRIO DE MATERIAIS FIBROSOS E ENERGIA DA BIOMASSA, SITUADO NO NÚCLEO DE TECNOLOGIA INDUSTRIAL, PERTENCENTE AO CURSO DE ENGENHARIA TÊXTIL.  O LABORATÓRIO NÃO DISPÕE DE ESPAÇO ADEQUADO PARA REALIZAÇÃO DE ENSAIOS E EXPERIMENTOS. O ESPAÇO ATUAL TEM APENAS 16,52 M² DE ÁREA (3,25 M X 5,00 M), FATO QUE ACABA IMPOSSIBILITANDO INCLUSIVE A REALIZAÇÃO DE AULAS PRÁTICAS NO LOCAL. RESSALTA-SE QUE NO LABORATÓRIO SÃO MANIPULADAS DIVERSAS SUBSTÂNCIAS TÓXICAS COMO: RESINAS, THINNER, SOLVENTES, ÁCIDOS, DENTRE OUTRAS, E QUE, AS LIMITAÇÕES DO ESPAÇO ACABAM INTENSIFICANDO A INSALUBRIDADE DO AMBIENTE. O TERRENO A SER UTILIZADO NA AMPLIAÇÃO CORRESPONDE A UM ANTIGO ACESSO PARA O PRÉDIO DE LABORATÓRIOS DE ENGENHARIA TÊXTIL, QUE NUNCA FOI UTILIZADO E, ATUALMENTE ENCONTRA-SE FECHADO. SEGUE EM ANEXO AS FOTOS DO TERRENO PLEITEADO E O CROQUI DA PROPOSTA DE AMPLIAÇÃO.";"Laboratório de materiais fibrosos e energia da biomassa - Núcleo de tecnologia industrial - Engenharia Têxtil";"Destaca-se que não haverá prejuízos no que diz respeito à área permeável da edificação bem como no quantitativo de vagas de estacionamento. A proposta contempla ainda a construção de uma calçada acessível com 2,50 m de largura.  Segue em anexo as fotos do terreno pleiteado e o croqui da proposta de ampliação.";"ATENDIDA";"23077.52481/2018-88"
"3255";"2018";"19";"SUPERINTENDENCIA DE COMUNICACAO";"19";"SUPERINTENDENCIA DE COMUNICACAO";;"SOLICITAMOS A CONSTRUÇÃO DE UMA COBERTURA PARA PROTEÇÃO CONTRA INTEMPÉRIES DO EQUIPAMENTO TROCADOR DE CALOR, QUE É RESPONSÁVEL PELA REFRIGERAÇÃO DO NOSSO TRANSMISSOR DA TV DIGITAL. ESTÁ SITUADO NO PÁTIO DOS TRANSMISSORES.
OBS. DENTRO DAS POSSIBILIDADES DA INFRAESTRUTURA QUE SEJA DE URGÊNCIA, POIS PODE DANIFICAR O TRANSMISSOR DIGITAL.";"TRANSMISSOR DA TV UNIVERSITÁRIA.";"";"ATENDIDA";"23077.42684/2018-66"
"3218";"2018";"6069";"INSTITUTO METROPOLE DIGITAL";"6069";"INSTITUTO METROPOLE DIGITAL";"23/04/2018";"REFORMA EM DOIS BANHEIROS, UM MASCULINO E OUTRO FEMININO.  ADAPTAÇÃO PARA BANHO.";"2º pavimento do prédio CIVT do Instituto Metrópole Digital.";"";"ATENDIDA";"23077.29128/2018-2"
"3217";"2018";"7278";"ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RIO GRANDE DO NORTE";"7278";"ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RIO GRANDE DO NORTE";"23/04/2018";"FORNECIMENTO E INSTALAÇÃO DE PORTÕES DESLIZANTES PARA O PRÉDIO DA CLÍNICA ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS EM CAICÓ- RN";"PRÉDIO DA CLÍNICA ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS EM CAICÓ- RN";"RDC 07/2018 - R$ 57.614,87";"FINALIZADA_ATENDIMENTO";
"3216";"2018";"176";"ADMINISTRAÇÃO DO CB";"176";"ADMINISTRAÇÃO DO CB";;"SOLICITO A CONSTRUÇÃO DE 120 M DE CALÇAMENTO NO ACESSO DOS VIVEIROS DE PEIXE E CAMARÃO NA FAZENDA SAMISA EM EXTREMOZ.";"CENTRO DE BIOCIÊNCIAS / DOL / FAZENDA SAMISA EM EXTREMOZ/ PROCURAR BETOVEM";"";"PENDENTE AUTORIZAÇÃO CHEFE UNIDADE";
"3212";"2018";"6069";"INSTITUTO METROPOLE DIGITAL";"6069";"INSTITUTO METROPOLE DIGITAL";"23/04/2018";"RECUPERAÇÃO ESTRUTURAL E PINTURA DA ESCADA DE EMERGÊNCIA  DO INSTITUTO METRÓPOLE DIGITAL NO CAMPUS CENTRAL DA UFRN";"INSTITUTO METRÓPOLE DIGITAL - CAMPUS CENTRAL DA UFRN";"RDC 06/2018 - R$ 128.353,54";"FINALIZADA_ATENDIMENTO";
"3202";"2018";"6069";"INSTITUTO METROPOLE DIGITAL";"6069";"INSTITUTO METROPOLE DIGITAL";"23/04/2018";"RECUPERAÇÃO ESTRUTURAL E PINTURA DA ESCADA DE EMERGÊNCIA DO INSTITUTO METRÓPOLE DIGITAL NO CAMPUS CENTRAL DA UFRN";"INSTITUTO METRÓPOLE DIGITAL - CAMPUS CENTRAL DA UFRN";"RDC 06/2018 - 127.771,67";"CADASTRADA";
"3200";"2018";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"23/04/2018";"RECUPERAÇÃO ESTRUTURAL DO GINÁSIO POLIESPORTIVO DA ESCOLA AGRÍCOLA DE JUNDIAÍ - UFRN";"GINÁSIO POLIESPORTIVO DA ESCOLA AGRÍCOLA DE JUNDIAÍ - UFRN";"RDC 05/2018 R$ 350.185,38";"FINALIZADA_ATENDIMENTO";
"3196";"2018";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"23/04/2018";"RECUPERAÇÃO DO GINÁSIO POLIESPORTIVO DA ESCOLA AGRÍCOLA DE JUNDIAÍ ";" GINÁSIO POLIESPORTIVO DA ESCOLA AGRÍCOLA DE JUNDIAÍ - EAJ";"RDC 05/2018 - R$ 345.755,74";"PENDENTE AUTORIZAÇÃO CHEFE UNIDADE";
"3088";"2018";"1431";"DIRETORIA DE OBRAS";"1431";"DIRETORIA DE OBRAS";"18/04/2018";"Requisição cadastrada apenas para fins de possibilitar o cadastro do cronograma do RDC 01/2017-FUNPEC - CONSTRUÇÃO DO EDIFÍCIO PARA PÓS-GRADUAÇÃO, PESQUISA E EXTENSÃO DO DEPARTAMENTO DE ARQUITETURA E URBANISMO";"Departamento de Arquitetura";"";"AUTORIZADA PARA INFRA";
"2994";"2018";"87";"DIREÇÃO DO CENTRO DE TECNOLOGIA";"9184";"PROGRAMA DE CONSOLIDAÇÃO DAS IFES";"30/04/2018";"EXECUÇÃO DO SISTEMA DE CLIMATIZAÇÃO DO AUDITÓRIO DO COMPLEXO TECNOLÓGICO DE ENGENHARIA - CTEC- CT- UFRN";"AUDITÓRIO DO COMPLEXO TECNOLÓGICO DE ENGENHARIA - CTEC- CT- UFRN";"RDC 04/2018 - R$ 556.392,75";"FINALIZADA_ATENDIMENTO";
"2792";"2018";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"9184";"PROGRAMA DE CONSOLIDAÇÃO DAS IFES";"10/04/2018";"COMPLEMENTAÇÃO DA CONSTRUÇÃO DE UM PRÉDIO DESTINADO A RESIDENCIA UNIVERSITÁRIA DA ESCOLA AGRÍCOLA DE JUNDIAI - CAMPUS DE MACAÍBA";"EAJ - CAMPUS DE MACAÍBA";"RDC 03/2018 - R$ 685.602,60";"FINALIZADA_ATENDIMENTO";
"2759";"2018";"445";"CENTRO DE TECNOLOGIA";"445";"CENTRO DE TECNOLOGIA";"09/04/2018";"A PRESENTE OBRA TRATA-SE DA AMPLIAÇÃO DOS LABORATÓRIOS DO CURSO DE ENGENHARIA CIVIL. O CENTRO DE TECNOLOGIA, ATRAVÉS DOS PROJETOS DE EXTENSÃO APAU (ATELIER DE PROJETOS DE ARQUITETURA E URBANISMO) E EPEC (ESCRITÓRIO PILOTO DE ENGENHARIA CIVIL), ELABOROU OS PROJETOS ARQUITETÔNICO, ESTRUTURAL E COMPLEMENTARES, ALÉM DE UM ORÇAMENTO PRELIMINAR E APRESENTOU A ADMINISTRAÇÃO CENTRAL. A AMPLIAÇÃO LOCALIZA-SE DE FORMA JUSTAPOSTA AOS LABORATÓRIOS DE MATERIAIS DE CONSTRUÇÃO E DE ASFALTO, CONSTITUINDO UM EDIFÍCIO COMO 04 PAVIMENTOS, ESTRUTURA EM CONCRETO ARMADO E COBERTURA EM FIBROCIMENTO. 
A NECESSIDADE DE AMPLIAÇÃO É ANTIGA E VISA SANAR FRAGILIDADES SIGNIFICATIVAS QUE AFETAM A QUALIDADE DOS CURSOS DE GRADUAÇÃO E PÓS-GRADUAÇÃO EM ENGENHARIA CIVIL. O PROJETO INCLUI LABORATÓRIOS DE ESTRUTURAS, INSTALAÇÕES PREDIAIS, GEOPROCESSAMENTO E TOPOGRAFIA E INFORMÁTICA APLICADA À ENGENHARIA CIVIL. TODOS OS PROJETOS SERÃO ENVIADOS EM CAD, DIRETAMENTE À INFRA/UFRN.";"Terreno justaposto ao laboratório de materiais de construção.";"Estamos enviando os projetos ARQUITETÔNICO, HIDRÁULICO, ELÉTRICO E ESTRUTURAL para dar prosseguimento às análises que são necessárias à compatibilização dos projetos. Daremos sequência aos projetos de Combate à incêndio, Telecom e SPDA.";"ATENDIDA";"23077.29134/2018-51"
"2621";"2018";"445";"CENTRO DE TECNOLOGIA";"445";"CENTRO DE TECNOLOGIA";"04/04/2018";"Solicito pequena cobertura para o gerador do CTEC. Quando chove a água está infiltrando e se acumulando dentro do gerador. Evaldo já visitou edificação e solicitou que fosse realizada esta requisição. ";"CTEC - Centro de tecnologia ";"Procurar Wallane 9 9474-6694";"CADASTRADA";
"2576";"2018";"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"03/04/2018";"SOLICITO A CLIMATIZAÇÃO DOS SETORES DE COLEÇÕES ESPECIAIS, INFORMAÇÃO E REFERÊNCIA E CIRCULAÇÃO DA BCZM.";"Setores de Coleções Especiais, Informação e Referência e Circulação do prédio principal da Biblioteca Central Zila Mamede.";"Essa obra se justifica pelo fato desses setores serem áreas de acervo e de estudo que não possuem climatização e frequentemente estamos recebendo reclamações dos usuários e servidores da Biblioteca.";"ATENDIDA";"23077.20818/2018-98"
"2453";"2018";"139";"DEPARTAMENTO DE ARTES";"139";"DEPARTAMENTO DE ARTES";"27/03/2018";"Solicita-se a substituição dos pisos das sala de aula A, B e 22 do Departamento de Artes. Nas salas A e B é necessário a substituição do piso de madeira já existente, que está empenado e solta farpas. Já na sala 22 é necessário a substituição do piso de cerâmica por um piso de madeira, mais adequado ao uso da sala. Essa solicitação já havia sido feita através da requisição de manutenção n.º 1046/2018, porém sem constar a sala 22, mas o RDC 26/2017 foi fracassado, conforme informado através do memorando eletrônico n.º 10/2018 - INFRA.";"Salas A, B e 22 do Departamento de Artes";"";"AUTORIZADA DIREÇÃO CENTRO";
"2372";"2018";"284";"ESCOLA DE MÚSICA";"284";"ESCOLA DE MÚSICA";"24/03/2018";"A DIREÇÃO DA EMUFRN SOLICITA JUNTA À INFRAESTRUTURA DA UFRN UM PROJETO PARA REVITALIZAR A FACHADA FRONTAL E LATERAL DO PRÉDIO DA NOSSA UNIDADE.";"EMUFRN.";"";"ATENDIDA";"23077.20820/2018-67"
"2154";"2018";"1452";"NÚCLEO DE EDUCAÇÃO DA INFÂNCIA";"9184";"PROGRAMA DE CONSOLIDAÇÃO DAS IFES";"19/03/2018";"COMPLEMENTAÇÃO DA OBRA DE AMPLIAÇÃO DO NÚCLEO DE EDUCAÇÃO INFANTIL NO CAMPUS CENTRAL EM NATAL/RN";"NÚCLEO DE EDUCAÇÃO INFANTIL - NEI/UFRN";"RDC 02/2018 - R$ 107.018,40";"FINALIZADA_ATENDIMENTO";
"2060";"2018";"262";"GABINETE DO REITOR";"262";"GABINETE DO REITOR";"14/03/2018";"SOLICITA AVALIAÇÃO PARA IMPLEMENTAÇÃO DE ÁREA DE BANHO EM UM DOS BANHEIROS (FEMININO) PARA AS SERVIDORAS DO GABINETE DA REITORIA.";"GABINETE DA REITORIA";"";"PENDENTE AUTORIZAÇÃO CHEFE UNIDADE";
"2011";"2018";"1452";"NÚCLEO DE EDUCAÇÃO DA INFÂNCIA";"1452";"NÚCLEO DE EDUCAÇÃO DA INFÂNCIA";"13/03/2018";"REVESTIMENTO DE MURO COM CERÂMICA E UMA CONSTRUÇÃO DE UMA PEQUENA CALÇADA.";"No parque do berçario.";"";"ATENDIDA";"23077.16285/2018-40"
"2010";"2018";"1452";"NÚCLEO DE EDUCAÇÃO DA INFÂNCIA";"1452";"NÚCLEO DE EDUCAÇÃO DA INFÂNCIA";"13/03/2018";"CARAMANCHÃO NO ESPAÇO EM FRENTE AOS ALMOXARIFADOA.";"No espaço em frente almoxarifados do fundamental.";"";"ATENDIDA";"23077.16287/2018-39"
"2009";"2018";"1452";"NÚCLEO DE EDUCAÇÃO DA INFÂNCIA";"1452";"NÚCLEO DE EDUCAÇÃO DA INFÂNCIA";"13/03/2018";"COLOCAÇÃO DE PISO INTERTRAVADO. PEQUENA OBRA";"Em frente aos almoxarifados do Ensino Fundamental.";"";"ATENDIDA";"23077.16288/2018-83"
"2008";"2018";"1452";"NÚCLEO DE EDUCAÇÃO DA INFÂNCIA";"1452";"NÚCLEO DE EDUCAÇÃO DA INFÂNCIA";"13/03/2018";"COBERTURA DO PARQUE DO BERÇARIO. PEQUENA OBRA";"Parque do berçario/NEI";"";"ATENDIDA";"23077.16290/2018-52"
"1918";"2018";"6069";"INSTITUTO METROPOLE DIGITAL";"6069";"INSTITUTO METROPOLE DIGITAL";"09/03/2018";"REPARO DO FORRO E RECUPERAÇÃO DE PEÇAS METÁLICAS DO PRÉDIO DO NPITI";"CENTRO DE TECNOLOGIA - UFRN";"RDC 01/2018 - R$ 40.984,69";"FINALIZADA_ATENDIMENTO";
"1819";"2018";"445";"CENTRO DE TECNOLOGIA";"445";"CENTRO DE TECNOLOGIA";"07/03/2018";"SOLICITO AVERIGUAÇÃO DA VIABILIDADE DE IMPLANTAÇÃO DE UM EDIFÍCIO DE LABORATÓRIOS, DESTINADOS AO DEMAT/CT, NO TERRENO SITUADO NO NÚCLEO DE TECNOLOGIA INDUSTRIA,L CONFORME IMAGEM EM ANEXO. 
EM CASO AFIRMATIVO, SOLICITO O CERCAMENTO DA ÁREA E A ELABORAÇÃO DOS PROJETOS NECESSÁRIOS PARA A EDIFICAÇÃO DO EDIFÍCIO. ANTECIPADAMENTE, ENTENDO QUE PODERÃO SER FEITOS AJUSTES NECESSÁRIOS PARA O ENQUADRAMENTO DA IMPLANTAÇÃO ÀS DIRETRIZES NO PLANO DIRETOR DO CAMPUS CENTRAL. 
POR FIM, REFORÇO A FORTE NECESSIDADE DE AMPLIAÇÃO DECORRENTE DAS ATIVIDADES DE ENSINO E PESQUISA DO DEPARTAMENTO DE ENGENHARIA DE MATERIAIS, CUJO PROGRAMA DE PÓS-GRADUAÇÃO ALCANÇOU CONCEITO MÁXIMO DA CAPES E NECESSITA DESTA ESTRUTURA LABORATORIAL PARA MANTER O NÍVEL DE EXCELÊNCIA NOS PRÓXIMOS ANOS.";"Terreno entre o o anel viário, o novo estacionamento do NTI e o NUPEG II, conforme imagem em anexo.";"";"ATENDIDA";"23077.16291/2018-5"
"1808";"2018";"3382";"ASSESSORIA DE PLANEJAMENTO E GESTÃO";"440";"CENTRO DE BIOCIÊNCIAS";;"SOLICITO INSTALAÇÃO DE DRYWALL NO MUSEU, MAIS PRECISAMENTE NA ÁREA DAS COLEÇÕES";"MUSEU DE CIÊNCIAS MORFOLOGICAS";"PROCURAR PROFESSOR IURI";"PENDENTE AUTORIZAÇÃO CHEFE UNIDADE";
"1799";"2018";"1468";"FUNDO DE GRADUAÇÃO";"1468";"FUNDO DE GRADUAÇÃO";"07/03/2018";"SOLICITO ELABORAÇÃO DE PROJETO PARA VIABILIDADE DE REFORMA DE AMPLIAÇÃO DE SALA NA PROGRAD.";"Pró-reitoria de Graduação";"";"ATENDIDA";"23077.16292/2018-41"
"1785";"2018";"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"06/03/2018";"REALIZAR PROJETO PARA REFORMA NO BALCÃO DE EMPRÉSTIMO E NA SALA DA CHEFIA DO SETOR DE CIRCULAÇÃO DA BCZM, PARA ATENDER AS ORIENTAÇÕES DA DIRETORIA DE ATENÇÃO À SAÚDE DO SERVIDOR, PRINCIPALMENTE NO TOCANTE A ERGONOMIA NO TRABALHO.";"Biblioteca Central Zila Mamede / Setor de Circulação.";"";"ATENDIDA";"23077.29135/2018-4"
"1772";"2018";"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"1477";"CIENTEC";"06/03/2018";"Serviços de manutenção da Praça Cívica para a CIENTEC 2018 e reutilização das placas de obras e manutenção do bebedouro.";"Praça Cívica do Campus Central.";"";"ESTORNADA";
"1762";"2018";"195";"DEPARTAMENTO DE ODONTOLOGIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"05/03/2018";"VISITA DE ARQUITETO PARA REALIZAR PROJETO DE COLOCAÇÃO DE D8VISOES NA SALA DA ADMINISTRAÇÃO DO DEPARTAMENTO COM A FINALIDADE DE READEQUAÇÃO DE ESPAÇOS.";"Departamento de Odontologia";"";"ATENDIDA";"23077.16294/2018-31"
"1635";"2018";"195";"DEPARTAMENTO DE ODONTOLOGIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"01/03/2018";"PROJETO PARA REFORMA DO LABORATÓRIO MULTIDISCIPLINAR NO 1º ANDAR DO PRÉDIO PRINCIPAL DO DEPARTAMENTO DE ODONTOLOGIA - SETOR DE PRÓTESE; CONSTANDO DE READEQUAÇÃO COM DESLOCAMENTO E REFORMA DE BANCADAS PARA ACOMODAÇÃO DE, NO MÍNIMO 40 ALUNOS. SOLICITA-SE QUE A EXECUÇÃO DE TAL PROJETO SEJA FEITA COM A MAIOR BREVIDADE POSSÍVEL, CONSIDERANDO NÃO HAVER OUTRO ESPAÇO FÍSICO PARA O DESENVOLVIMENTO DE PRÁTICAS LABORATORIAIS POR PARTE DOS ALUNOS DA GRADUAÇÃO.";"DEPARTAMENTO DE ODONTOLOGIA";"";"ATENDIDA";"23077.16295/2018-85"
"1560";"2018";"176";"ADMINISTRAÇÃO DO CB";"176";"ADMINISTRAÇÃO DO CB";"28/02/2018";"SOLICITO AS PLANTAS DAS CONSTRUÇÕES, REFERENTES A:
PRÉDIO DE PÓS-GRADUAÇÃO DO CB; E LABORATÓRIO DE PLASTINAÇÃO.";"Centro de Biociências.";"";"ATENDIDA";"23077.18322/2018-54"
"1507";"2018";"5279";"INSTITUTO INTERNACIONAL DE FÍSICA";"5279";"INSTITUTO INTERNACIONAL DE FÍSICA";"27/02/2018";"SOLICITO, DE ORDEM DO DIRETOR DO IIF, QUE SEJA REFEITO O MEIO FIO E A DRENAGEM PARA ESCOAMENTO DE ÁGUAS PLUVIAIS DO ESTACIONAMENTO EM FRENTE AO IIF";"ESTACIONAMENTO EXTERNO EM FRENTE AO IIF";"CONSULTAR SILENO";"PENDENTE AUTORIZAÇÃO CHEFE UNIDADE";
"1467";"2018";"445";"CENTRO DE TECNOLOGIA";"445";"CENTRO DE TECNOLOGIA";"27/02/2018";"REPARO DO FORRO E RECUPERAÇÃO DE PEÇAS METÁLICAS DO PRÉDIO DO NPITI";"CENTRO DE TECNOLOGIA - UFRN";"RDC 01/2018 - R$ 40.984,69";"CADASTRADA";
"1463";"2018";"4885";"ESCOLA DE CIÊNCIAS E TECNOLOGIA";"4885";"ESCOLA DE CIÊNCIAS E TECNOLOGIA";"27/02/2018";"RECUPERAÇÃO ESTRUTURAL DA COBERTURA DO PRÉDIO DO EC&T";"CENTRO DE TECNOLOGIA-UFRN";"RDC 01/2018 - R$ 136.974,42";"FINALIZADA_ATENDIMENTO";
"1388";"2018";"6919";"INSTITUTO DE MEDICINA TROPICAL - IMT-RN";"6919";"INSTITUTO DE MEDICINA TROPICAL - IMT-RN";"23/02/2018";"PROJETO DE SINALIZAÇÃO INTERNA E EXTERNA DO IMT-RN, UNIDADE CLÍNICA";"Unidade clínica do IMT-RN, ao lado do HGT.";"";"ATENDIDA";"23077.11097/2018-25"
"1385";"2018";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"1463";"RESIDENCIAS UNIVERSITÁRIAS";;"- LOCAL PARA ARMAZENAR OS VASILHAMES DE ÁGUA MINERAL QUE ESTÃO FICANDO NO CORREDOR. OS ESTUDANTES ALEGAM QUE NÃO PODEM COLOCAR O BEBEDOURO E NO ENTANTO DEIXA OS VASILHAMES IMPEDIDO A PASSAGEM DO CORREDOR DO PISO 01.";"RESIDÊNCIA UNIVERSITÁRIA CAMPUS III";"";"ATENDIDA";"23077.20823/2018-9"
"1340";"2018";"3362";"ASSESSORIA ADMINISTRATIVA (AS/CT)";"87";"DIREÇÃO DO CENTRO DE TECNOLOGIA";"23/02/2018";"CONFORME PARECER TÉCNICO REALIZADO PELA COORDENADORIA DE PROMOÇÃO DA SEGURANÇA DO TRABALHO E VIGILÂNCIA AMBIENTAL CORRESPONDENTE A INSPEÇÃO DE SEGURANÇA DE Nº 110/2017. CONSIDERANDO QUE O COMPLEXO TECNOLÓGICO DE ENGENHARIA (CTEC) NÃO POSSUI UM ABRIGO PARA ARMAZENAMENTO TEMPORÁRIO DE RESÍDUOS, O QUE ACABA ACARRETANDO COM QUE OS RESÍDUOS SEJAM ARMAZENADOS NOS PRÓPRIOS LABORATÓRIOS, PROCEDIMENTO TOTALMENTE FORA DAS RECOMENDAÇÕES PREVENTIVAS. SOLICITO A SUPERINTENDÊNCIA DE INFRAESTRUTURA A CONSTRUÇÃO DE UM ABRIGO PARA ESTES FINS.";"Complexo tecnológico de engenharia (CTEC)";"Construção de um abrigo para fins de destinação de resíduos dos laboratórios do CTEC.";"ATENDIDA";"23077.11098/2018-70"
"927";"2018";"196";"DEPARTAMENTO DE FARMACIA";"196";"DEPARTAMENTO DE FARMACIA";"17/04/2018";"APÓS CONSULTA ABERTA COM ALUNO DO CURSO DE FARMÁCIA, CHEFIA DO DACT NA FIGURA DA PROFESSORA ANTÔNIA CLÁUDIA, APROVAÇÃO EM PLENÁRIA DO DFAR (2ª ORDINÁRIA), FICOU ACORDADO QUE DIANTE DA CRIAÇÃO DA PRIMEIRA E ÚNICA EMPRESA JÚNIOR DO CCS/DFAR

SURGIU A DEMANDA DE ESPAÇO PARA INSTALAÇÃO DA EMPRESA. A INSTALAÇÃO DA EMPRESA É PRIORITÁRIA JÁ QUE OFERECE UMA OPORTUNIDADE ÚNICA PARA A FORMAÇÃO ACADÊMICA DIFERENCIADA. 

A OBRA APROVADA NAS DIVERSAS INSTÂNCIA DO CURSO DE FARMÁCIA SE TRATA DE UMA INSTALAÇÃO SIMPLES E REVERSÍVEL COM DIVISÓRIAS DE UMA SEDE PARA A CÁPSULA JÚNIOR.
";"LOCAL SE TRATA DE PARTE DA ANTIGA PRAÇA DO XAROPE NO PRÉDIO DACT/DFAR.

SERIA APENAS NECESSÁRIA A INSTALAÇÃO DE TRÊS PAREDES DE DIVISÓRIAS DE PVC RESISTENTES A CHUVA E PINTURA DE UMA PAREDE E INSTALAÇÃO DE JANELAS. 

UMA PAREDE DE 2,40 M COM PORTA, OUTRA PAREDE DE APROXIMADAMENTE 4,80 M COM JANELAS, E OUTRA PAREDE AO FUNDO COM 2,40. TODAS PAREDES DE PVC. 

ENMASSAR E PINTAR UMA (1) PAREDE.

O LOCAL JÁ TEM CERÂMICA NO CHÃO E TETO CONSTRUÍDO. 

PEÇO QUE A SUPERINTENDÊNCIA DE INFRAESTRUTURA PRIORIZE A REALIZAÇÃO DESTA PEQUENA OBRA (COMPLETAMENTE REVERSÍVEL E DE BAIXÍSSIMO CUSTO) PARA VIABILIZAR A INSTALAÇÃO DO ESCRITÓRIO DA CÁPSULA JÚNIOR.

";"UNIDADE DE CUSTO CCS. ";"CADASTRADA";
